FMID,MostRecentOpeningDate
1011173,2016-12-31
1011174,2016-10-15
1011177,2015-10-25
1011178,2015-12-31
1011180,2016-05-29
1011181,2015-10-31
1011182,2015-09-24
1011183,2016-09-21
1011187,2016-12-01
1011188,2016-11-19
1011189,2016-10-29
1011190,2016-09-28
1011191,2015-10-31
1011192,2016-05-14
1011193,2015-08-25
1011195,2015-10-31
1011196,2016-10-30
1011198,2015-11-12
1011200,2015-10-01
1011201,2016-10-01
1011203,2015-10-28
1011204,2015-10-31
1011206,2016-10-01
1011207,2015-10-03
1011208,2016-10-06
1011209,2015-11-22
1011210,2015-10-31
1011215,2015-09-02
1011216,2015-09-02
1011217,2015-09-03
1011218,2015-09-03
1011219,2015-09-12
1011221,2015-11-22
1011222,2015-09-24
1011224,2016-12-17
1011225,2015-12-31
1011226,2016-10-01
1011227,2016-10-14
1011229,2015-10-03
1011230,2015-10-10
1011231,2016-11-20
1011232,2015-11-14
1011233,2016-03-31
1011235,2015-12-31
1011237,2015-10-29
1011238,2015-12-31
1011239,2016-04-01
1011240,2015-10-03
1011241,2015-09-25
1011242,2015-10-06
1011244,2015-12-31
1011246,2016-10-15
1011247,2015-09-16
1011248,2015-11-28
1011250,2015-09-26
1011252,2015-09-17
1011253,2015-09-26
1011254,2015-10-30
1011255,2015-09-25
1011256,2015-10-03
1011258,2015-09-27
1011260,2015-09-26
1011262,2015-10-17
1011264,2015-10-17
1011265,2016-10-15
1011266,2015-09-10
1011267,2016-10-08
1011268,2015-12-31
1011269,2017-05-20
1011271,2015-12-31
1011274,2016-09-22
1011278,2015-12-31
1011279,2016-02-13
1011280,2015-10-03
1011282,2016-04-30
1011285,2016-05-07
1011286,2016-10-05
1011287,2015-09-30
1011288,2016-06-16
1011289,2015-10-24
1011290,2015-11-21
1011291,2016-10-29
1011292,2015-12-26
1011295,2015-10-17
1011296,2015-09-12
1011298,2015-12-31
1011299,2016-09-29
1011300,2015-12-31
1011301,2015-08-26
1011302,2015-12-12
1011303,2016-11-20
1011306,2015-10-10
1011307,2015-12-31
1011310,2015-11-04
1011311,2015-12-31
1011312,2015-10-10
1011313,2016-12-01
1011314,2015-11-21
1011315,2015-09-26
1011316,2016-12-11
1011318,2015-10-31
1011319,2015-11-21
1011320,2016-10-13
1011322,2016-05-19
1011327,2015-12-31
1011328,2016-10-01
1011329,2016-12-10
1011330,2015-10-31
1011333,2015-12-31
1011334,2015-09-25
1011335,2015-09-30
1011336,2015-12-31
1011337,2015-11-07
1011341,2015-10-25
1011342,2015-09-29
1011343,2015-12-31
1011345,2015-12-31
1011346,2015-12-31
1011347,2015-12-31
1011348,2015-12-31
1011349,2015-11-21
1011350,2015-09-19
1011351,2015-10-29
1011352,2015-12-31
1011353,2015-11-14
1011354,2015-11-18
1011355,2015-09-26
1011356,2015-12-31
1011357,2015-12-31
1011358,2015-10-10
1011359,2015-05-28
1011363,2016-09-29
1011365,2015-10-06
1011367,2016-10-04
1011375,2015-10-29
1011376,2015-11-22
1011377,2015-10-24
1011386,2016-02-29
1011390,2015-10-01
1011395,2015-10-01
1011396,2015-10-03
1011397,2015-12-31
1011398,2015-12-31
1011401,2015-09-30
1011402,2016-10-29
1011404,2016-09-24
1011411,2015-10-01
1011412,2015-06-18
1011413,2015-10-31
1011415,2015-10-17
1011418,2015-09-30
1011421,2015-12-31
1011426,2015-12-31
1011429,2015-10-28
1011430,2015-12-31
1011432,2015-12-31
1011436,2015-09-01
1011440,2015-12-31
1011441,2015-11-20
1011443,2015-12-31
1011444,2015-12-31
1011445,2015-12-31
1011447,2015-12-31
1011448,2015-12-31
1011449,2015-10-07
1011456,2015-10-08
1011459,2015-11-04
1011460,2015-12-16
1011466,2015-10-13
1011470,2016-09-15
1011481,2015-10-24
1011482,2016-10-12
1011483,2015-12-31
1011484,2015-12-09
1011485,2015-10-28
1011486,2015-09-26
1011488,2015-12-31
1011489,2015-10-25
1011490,2016-08-29
1011491,2015-12-31
1011492,2016-10-02
1011494,2015-10-13
1011495,2015-12-31
1011496,2015-10-15
1011497,2015-12-31
1011498,2015-11-11
1011499,2015-12-31
1011501,2015-10-10
1011502,2015-12-31
1011514,2015-10-29
1011527,2016-09-24
1011528,2015-10-29
1011529,2015-12-27
1011530,2016-12-01
1011531,2016-12-01
1011533,2016-12-31
1011534,2015-09-28
1011535,2016-10-29
1011537,2015-12-27
1011538,2015-08-27
1011540,2015-10-17
1011541,2015-09-24
1011543,2016-09-24
1011590,2016-10-25
1011592,2015-10-30
1011593,2015-09-30
1011595,2015-09-03
1011596,2015-10-31
1011597,2015-12-31
1011598,2015-10-25
1011599,2016-10-15
1011601,2015-09-30
1011602,2015-09-29
1011605,2015-10-15
1011607,2015-12-31
1011608,2015-12-31
1011609,2015-12-31
1011610,2015-10-30
1011611,2015-10-29
1011612,2015-12-31
1011613,2015-10-30
1011614,2015-10-29
1011617,2015-12-31
1011618,2015-12-31
1011619,2015-12-31
1011620,2016-11-17
1011621,2015-12-31
1011622,2015-12-31
1011623,2015-12-31
1011624,2016-12-31
1011625,2015-12-31
1011626,2015-12-31
1011627,2015-12-31
1011628,2015-12-31
1011629,2015-12-31
1011630,2015-10-31
1011631,2015-12-31
1011633,2015-12-31
1011634,2015-12-31
1011635,2015-12-31
1011636,2015-12-31
1011638,2015-12-31
1011640,2015-12-31
1011641,2015-12-31
1011642,2015-12-31
1011643,2015-12-31
1011644,2015-12-31
1011646,2015-12-31
1011647,2015-12-31
1011648,2015-12-31
1011649,2015-12-31
1011650,2015-12-31
1011651,2015-12-31
1011656,2015-12-31
1011657,2015-10-08
1011658,2015-09-25
1011662,2016-04-09
1011664,2015-09-19
1011667,2015-10-31
1011668,2016-04-14
1011669,2015-09-27
1011670,2016-10-15
1011672,2015-08-13
1011673,2016-12-18
1011674,2015-10-01
1011675,2015-10-31
1011676,2015-10-31
1011677,2015-10-31
1011679,2016-08-27
1011680,2015-12-31
1011684,2017-10-26
1011685,2017-04-23
1011688,2016-03-19
1011689,2016-08-31
1011690,2015-09-05
1011691,2017-04-29
1011692,2016-08-27
1011693,2016-06-25
1011694,2015-12-31
1011696,2016-12-31
1011697,2015-12-31
1011705,2016-08-27
1011709,2016-09-24
1011711,2015-12-31
1011712,2016-10-15
1011713,2016-04-16
1011715,2016-10-06
1011716,2016-08-31
1011717,2016-11-01
1011718,2016-09-01
1011719,2015-12-05
1011720,2016-01-17
1011721,2016-03-12
1011722,2015-11-07
1011723,2015-11-21
1011724,2015-11-22
1011725,2016-02-21
1011726,2016-01-09
1011727,2016-01-30
1011728,2015-12-05
1011729,2015-12-19
1011730,2015-12-31
1011731,2015-12-31
1011732,2016-09-24
1011733,2017-05-25
1011734,2015-11-01
1011735,2017-07-01
1011738,2016-10-29
1011739,2015-12-31
1011740,2016-11-16
1011742,2015-10-24
1011743,2016-04-30
1011744,2015-12-31
1011745,2015-10-01
1011746,2016-10-12
1011750,2016-09-28
1011751,2016-09-28
1011753,2016-12-31
1011756,2016-10-25
1011757,2016-12-31
1011758,2016-10-06
1011761,2016-12-13
1011762,2016-12-31
1011764,2016-12-31
1011765,2016-12-31
1011767,2016-10-29
1011768,2017-03-31
1011769,2016-09-28
1011770,2016-10-02
1011771,2016-09-28
1011772,2016-12-31
1011773,2016-10-17
1011774,2016-11-30
1011775,2016-04-30
1011776,2016-10-29
1011777,2016-10-19
1011779,2016-12-31
1011780,2016-10-29
1011782,2016-10-30
1011783,2016-10-10
1011784,2017-03-25
1011785,2016-10-28
1011786,2016-11-17
1011791,2016-09-28
1011793,2016-10-14
1011794,2016-11-18
1011795,2016-12-31
1011796,2016-10-29
1011797,2016-11-30
1011798,2016-10-29
1011799,2016-09-10
1011800,2016-10-08
1011802,2016-12-31
1011803,2016-11-01
1011805,2016-11-19
1011807,2017-03-11
1011808,2016-09-27
1011809,2016-09-24
1011811,2016-12-31
1011812,2016-10-26
1011814,2016-12-31
1011816,2016-11-19
1011817,2016-09-17
1011818,2016-10-13
1011819,2016-12-31
1011820,2016-12-31
1011821,2016-09-10
1011823,2017-09-28
1011826,2017-06-30
1011827,2016-10-29
1011829,2016-11-05
1011830,2016-09-25
1011831,2016-09-01
1011832,2016-04-23
1011833,2016-10-29
1011835,2016-12-18
1011836,2016-10-31
1011837,2016-10-14
1011840,2016-10-26
1011841,2016-10-01
1011842,2016-12-31
1011843,2017-04-29
1011845,2016-12-31
1011846,2016-12-31
1011847,2016-12-01
1011848,2016-12-31
1011849,2016-12-31
1011851,2016-10-27
1011852,2016-10-28
1011853,2016-10-15
1011854,2016-10-29
1011855,2016-03-26
1011857,2016-09-25
1011858,2016-08-25
1011859,2016-10-11
1011861,2016-08-27
1011866,2016-09-29
1011868,2016-10-29
1011869,2016-12-31
1011870,2016-10-29
1011871,2016-10-01
1011872,2016-12-23
1011873,2017-08-31
1011876,2016-10-08
1011877,2016-12-17
1011878,2016-10-12
1011879,2016-10-30
1011880,2016-11-19
1011881,2016-10-15
1011883,2016-10-31
1011884,2016-10-26
1011885,2016-10-04
1011886,2016-12-31
1011887,2016-04-17
1011888,2016-09-29
1011890,2016-10-18
1011893,2016-10-29
1011894,2016-10-15
1011895,2016-12-31
1011896,2016-10-27
1011897,2016-01-30
1011898,2016-10-19
1011899,2016-12-31
1011900,2016-10-25
1011901,2016-10-06
1011902,2016-09-24
1011903,2016-10-29
1011905,2016-10-29
1011906,2016-10-20
1011907,2016-10-29
1011910,2016-04-18
1011911,2016-10-29
1011913,2016-10-08
1011914,2016-12-31
1011915,2016-10-27
1011917,2016-10-24
1011918,2016-08-25
1011919,2016-10-12
1011920,2016-10-19
1011921,2016-12-30
1011922,2016-10-15
1011923,2016-12-31
1011925,2016-09-24
1011927,2016-08-25
1011928,2016-09-28
1011929,2016-10-15
1011930,2016-09-14
1011931,2016-10-26
1011934,2016-10-15
1011935,2016-10-15
1011936,2016-10-14
1011938,2016-10-14
1011939,2016-10-27
1011940,2016-10-29
1011942,2016-08-30
1011943,2016-10-31
1011946,2016-12-31
1011947,2016-11-23
1011950,2016-09-25
1011951,2016-09-24
1011952,2017-07-21
1011953,2016-12-31
1011954,2016-10-27
1011955,2016-12-31
1011956,2016-08-13
1011957,2016-12-31
1011958,2016-10-29
1011959,2017-05-01
1011961,2016-12-15
1011962,2017-04-29
1011963,
1011964,2016-10-28
1011965,2016-09-14
1011966,2016-09-29
1011967,2016-12-31
1011968,2016-11-19
1011971,2016-10-08
1011972,2016-10-20
1011974,2016-10-05
1011975,2016-10-08
1011979,2016-09-27
1011981,2016-10-07
1011982,2016-09-24
1011983,2016-09-17
1011985,2016-10-27
1011986,2016-10-29
1011987,2016-09-01
1011989,2016-09-27
1011991,2016-10-25
1011992,2016-10-25
1011993,2017-10-25
1011994,2016-10-27
1011995,2016-12-31
1011996,2016-12-31
1011997,2016-11-19
1011998,2016-11-20
1011999,2016-09-24
1012000,2016-09-29
1012001,2016-10-12
1012002,2016-10-01
1012003,2016-09-27
1012004,2016-01-01
1012005,2016-12-31
1012006,2016-10-26
1012007,2016-10-15
1012011,2016-10-31
1012013,2016-09-24
1012015,2016-10-28
1012016,2016-10-01
1012017,2016-09-24
1012019,2016-11-19
1012020,2016-09-27
1012021,2016-10-30
1012022,2016-10-29
1012023,2016-11-19
1012024,2016-11-16
1012025,2016-09-27
1012026,2016-10-27
1012027,2016-10-26
1012028,2016-10-27
1012030,2016-10-29
1012031,2016-09-24
1012033,2016-10-29
1012035,2016-09-08
1012036,2016-10-25
1012037,2016-11-26
1012038,2016-12-31
1012040,2016-10-08
1012041,2016-10-29
1012042,2016-09-01
1012043,2016-12-31
1012044,2016-10-29
1012045,2016-12-31
1012046,2016-12-10
1012047,2016-11-19
1012048,2016-10-08
1012049,2016-12-17
1012050,2017-03-18
1012051,2016-10-29
1012054,2016-10-25
1012055,2016-10-16
1012056,2016-09-14
1012057,2016-10-13
1012059,2016-10-22
1012060,2016-10-21
1012061,2017-03-25
1012062,2016-08-27
1012063,2016-10-12
1012064,2016-10-07
1012065,2016-10-28
1012066,2016-10-29
1012067,2017-02-25
1012068,2016-10-25
1012070,2016-11-25
1012071,2016-10-29
1012072,2016-11-24
1012073,2016-11-27
1012074,2016-12-31
1012076,2016-11-19
1012077,2016-12-31
1012078,2016-09-25
1012080,2016-10-13
1012081,2016-11-20
1012082,2016-11-17
1012083,2016-11-22
1012084,2016-12-31
1012085,2016-10-15
1012086,2017-04-11
1012087,2016-09-24
1012088,2016-10-19
1012089,2016-10-29
1012090,2016-10-29
1012091,2016-11-17
1012094,2016-10-13
1012095,2016-10-12
1012096,2016-10-28
1012097,2016-10-07
1012099,2016-10-26
1012100,2016-10-26
1012101,2016-11-16
1012102,2016-10-29
1012103,2016-10-31
1012105,2016-10-29
1012106,2016-12-31
1012107,2016-10-29
1012108,2016-09-30
1012110,2016-12-31
1012115,2016-10-28
1012116,2016-11-19
1012117,2016-10-15
1012118,2016-11-19
1012120,2016-12-17
1012121,2016-10-25
1012122,2016-10-25
1012125,2016-10-29
1012126,2016-10-15
1012127,2016-07-02
1012128,2017-05-06
1012129,2016-12-17
1012130,2016-09-28
1012131,2016-11-10
1012132,2016-12-31
1012133,2016-10-15
1012134,2016-10-25
1012135,2016-10-29
1012141,2016-10-01
1012142,2016-09-23
1012143,2016-10-27
1012144,2016-10-16
1012146,2016-10-28
1012148,2016-10-01
1012149,2016-10-11
1012150,2016-10-11
1012151,2016-10-12
1012152,2016-10-13
1012153,2016-10-14
1012156,2016-09-02
1012157,2016-09-13
1012158,2016-12-31
1012160,2016-10-01
1012161,2016-10-15
1012164,2016-11-08
1012165,2016-09-03
1012167,2016-11-22
1012170,2016-10-29
1012171,2016-06-25
1012172,2016-10-15
1012173,2017-11-18
1012174,2016-10-01
1012175,2016-10-21
1012178,2016-09-28
1012179,2016-10-23
1012182,2016-12-31
1012183,2016-10-28
1012184,2016-10-13
1012187,2016-10-29
1012188,2016-01-01
1012189,2016-10-13
1012191,2017-05-27
1012192,2016-12-01
1012194,2016-10-01
1012195,2016-10-29
1012196,2017-05-27
1012197,2016-09-11
1012198,2017-06-28
1012199,2016-09-24
1012201,2016-12-31
1012202,2016-10-16
1012203,2016-10-15
1012204,2017-04-01
1012205,2016-10-29
1012206,2016-10-19
1012207,2016-08-29
1012208,2016-09-28
1012209,2016-10-06
1012212,2016-09-29
1012213,
1012215,2016-09-24
1012216,2016-12-31
1012217,2016-10-15
1012218,2016-11-30
1012220,2016-09-22
1012224,2017-04-29
1012225,2016-10-27
1012226,2016-09-15
1012227,2016-10-21
1012228,2016-11-12
1012229,2016-10-28
1012232,2016-10-31
1012233,2016-10-01
1012234,2016-10-25
1012235,2016-11-26
1012236,2016-10-29
1012237,2016-10-25
1012238,2016-11-23
1012239,2016-12-31
1012240,2016-09-22
1012241,2016-09-29
1012242,2016-10-27
1012243,2016-10-29
1012244,2017-03-30
1012245,2016-10-13
1012246,2016-10-12
1012249,2016-10-11
1012250,2016-10-16
1012251,2016-10-05
1012252,2016-09-28
1012253,2016-10-28
1012254,2016-10-13
1012255,2016-10-30
1012256,2016-10-26
1012257,2016-12-17
1012260,2016-12-31
1012261,2016-10-01
1012262,2016-10-26
1012265,2016-10-06
1012266,2016-10-04
1012268,2016-12-17
1012269,2016-09-30
1012270,2016-10-29
1012271,2016-10-27
1012273,2016-12-24
1012274,2016-09-21
1012275,2016-12-31
1012276,2016-11-19
1012277,2017-04-28
1012278,2017-05-27
1012280,2016-08-18
1012282,2016-12-31
1012283,2016-10-03
1012285,2016-09-30
1012286,2016-12-31
1012287,2016-10-06
1012288,2016-10-29
1012289,2016-10-26
1012290,2016-09-28
1012292,2016-12-31
1012293,2016-10-22
1012294,2016-10-29
1012295,2016-10-26
1012296,2016-10-26
1012297,2016-08-29
1012298,2016-10-26
1012300,2016-10-05
1012301,2016-10-01
1012303,2016-09-17
1012304,2016-09-30
1012307,2016-11-19
1012308,2016-10-08
1012309,2016-10-10
1012310,2016-10-19
1012311,2016-09-28
1012313,2016-09-07
1012314,2017-04-15
1012315,2016-09-14
1012316,2016-11-01
1012317,2016-10-29
1012318,2016-10-01
1012320,2017-05-27
1012321,2016-12-31
1012323,2016-10-29
1012324,2016-10-30
1012325,2016-12-10
1012328,2016-10-26
1012329,2016-09-07
1012330,2016-08-28
1012331,2017-04-15
1012332,2016-10-22
1012333,2016-10-22
1012334,2016-12-31
1012335,2016-11-19
1012337,2016-09-24
1012339,2016-12-31
1012340,2016-12-31
1012341,2016-10-31
1012342,2016-10-30
1012343,2016-12-31
1012344,2016-09-27
1012345,2016-10-13
1012346,2016-12-31
1012347,2016-10-20
1012348,2016-10-06
1012349,2016-09-29
1012351,2016-10-21
1012353,2016-10-29
1012355,2016-09-22
1012356,2016-12-31
1012357,2017-05-21
1012358,2016-10-29
1012359,2016-12-17
1012362,2017-04-08
1012363,2017-04-08
1012364,2016-10-29
1012365,2016-11-16
1012366,2016-12-20
1012367,2016-09-28
1012368,2016-10-27
1012369,2016-10-25
1012372,2016-12-31
1012373,2016-09-22
1012374,2016-11-29
1012375,2016-10-25
1012377,2016-10-26
1012378,2016-10-27
1012379,2016-11-05
1012380,2016-10-15
1012381,2016-09-03
1012383,2016-09-02
1012384,2016-10-14
1012386,2016-11-19
1012387,2017-04-29
1012388,2016-09-29
1012389,2016-09-29
1012390,2016-10-29
1012391,2016-03-27
1012392,2016-09-16
1012393,2016-10-07
1012395,2016-09-24
1012396,2016-10-13
1012398,2016-12-31
1012399,2016-09-17
1012402,2017-04-01
1012403,2016-10-27
1012404,2016-10-15
1012407,2016-10-19
1012408,2016-10-27
1012409,2017-03-31
1012410,2016-11-30
1012412,2016-09-29
1012413,2016-10-26
1012414,2016-09-28
1012415,2016-12-31
1012417,2016-09-27
1012418,2016-10-05
1012419,2016-11-30
1012420,2016-10-11
1012421,2016-10-05
1012422,2016-11-17
1012423,2016-10-06
1012424,2016-11-22
1012425,2016-10-30
1012426,2016-10-27
1012427,2016-10-27
1012429,2016-12-17
1012430,2016-10-29
1012432,2016-10-09
1012433,2016-10-29
1012435,2016-11-05
1012436,2016-09-24
1012437,2016-12-31
1012439,2016-09-29
1012441,2016-12-31
1012442,2016-09-09
1012443,2016-10-29
1012444,2016-12-17
1012445,2016-10-01
1012446,2016-11-19
1012447,2016-11-01
1012448,2016-09-01
1012449,2016-10-14
1012450,2016-10-16
1012451,2016-10-25
1012452,2016-09-30
1012453,2016-10-27
1012454,2016-11-17
1012455,2016-11-25
1012456,2016-05-28
1012460,2016-10-29
1012461,2016-10-08
1012462,2016-10-29
1012463,2016-11-23
1012464,2016-11-18
1012465,2016-11-14
1012467,2016-10-09
1012470,2016-10-09
1012471,2016-10-28
1012472,2016-12-10
1012473,2016-10-29
1012474,2016-10-28
1012475,2016-10-26
1012476,2016-11-22
1012477,2016-11-25
1012479,2016-11-21
1012481,2016-09-29
1012482,2016-10-19
1012484,2016-07-30
1012485,2016-10-26
1012486,2016-10-24
1012487,2016-10-12
1012488,2016-10-01
1012490,2016-12-17
1012492,2016-10-08
1012493,2016-06-18
1012494,2016-10-27
1012495,2016-12-31
1012497,2016-09-24
1012498,2017-05-27
1012499,2016-11-23
1012500,2017-05-28
1012502,2016-10-24
1012503,2017-03-01
1012505,2016-10-01
1012506,2016-09-28
1012507,2016-10-29
1012508,2017-01-15
1012509,2016-12-11
1012510,2016-12-10
1012511,2016-09-27
1012513,2016-10-29
1012514,2016-09-30
1012515,2016-09-30
1012516,2016-08-29
1012517,2016-12-31
1012518,2016-08-17
1012519,2016-08-27
1012520,2016-10-01
1012521,2016-09-30
1012522,2016-10-15
1012523,2017-04-08
1012524,2016-10-22
1012525,2016-09-29
1012526,2016-10-29
1012527,2016-12-31
1012529,2016-12-31
1012530,2016-12-31
1012532,2016-10-25
1012533,2016-12-31
1012534,2016-12-31
1012535,2016-10-31
1012536,2016-12-31
1012539,2016-09-29
1012540,2016-09-24
1012541,2016-10-31
1012542,2016-11-20
1012543,2016-09-29
1012544,2016-10-30
1012545,2016-09-26
1012546,2016-11-23
1012547,2017-02-25
1012550,2016-10-25
1012552,2016-12-31
1012553,2016-10-01
1012554,2016-12-31
1012555,2016-09-27
1012556,2016-10-23
1012558,2016-12-31
1012559,2016-10-15
1012560,2016-12-10
1012562,2016-10-12
1012563,2016-11-05
1012564,2016-12-31
1012567,2016-12-31
1012572,2016-09-15
1012573,2016-09-24
1012575,2017-04-08
1012576,2016-11-19
1012577,2016-10-29
1012579,2016-10-27
1012580,2016-11-19
1012584,2016-10-15
1012587,2017-04-26
1012589,2016-10-13
1012590,2016-11-19
1012591,2017-05-28
1012593,2016-10-27
1012595,2016-12-31
1012599,2016-10-08
1012600,2016-10-29
1012602,2016-10-29
1012603,2016-09-29
1012604,2016-10-29
1012606,2016-10-29
1012607,2016-09-26
1012608,2016-10-29
1012609,2016-09-29
1012610,2016-12-31
1012611,2016-10-29
1012612,2016-09-30
1012614,2016-09-28
1012615,2016-11-26
1012616,2016-10-29
1012618,2017-04-29
1012619,2016-10-03
1012620,2016-10-10
1012621,2016-09-29
1012623,2016-10-16
1012624,2016-05-02
1012625,2016-10-01
1012626,2016-10-15
1012627,2016-11-22
1012628,2016-10-15
1012629,2016-10-28
1012630,2016-09-24
1012632,2016-12-31
1012633,2016-11-06
1012634,2016-10-13
1012635,2016-10-09
1012636,2016-10-05
1012637,2016-09-24
1012638,2016-09-24
1012639,2016-10-29
1012640,2016-10-31
1012641,2016-09-21
1012642,2016-05-07
1012644,2016-10-29
1012645,2016-12-31
1012646,2016-12-18
1012647,2016-12-31
1012648,2016-10-15
1012649,2016-12-31
1012651,2017-05-28
1012652,2016-12-31
1012653,2016-09-27
1012654,2017-05-26
1012655,2017-05-27
1012656,2016-09-30
1012657,2017-01-12
1012659,2017-05-25
1012661,2016-11-19
1012662,2016-11-19
1012663,2016-11-16
1012664,2016-12-31
1012665,2016-12-31
1012666,2016-12-31
1012667,2016-10-30
1012668,2016-10-22
1012669,2016-10-12
1012670,2016-10-29
1012671,2016-09-11
1012675,2016-10-29
1012676,2016-10-31
1012677,2016-10-08
1012678,2016-10-26
1012679,2016-08-31
1012680,2016-09-03
1012681,2016-10-15
1012682,2016-09-27
1012683,2016-09-30
1012684,2016-08-31
1012685,2016-08-26
1012687,2016-12-31
1012688,2016-12-31
1012689,2017-06-24
1012690,2016-10-29
1012691,2016-11-13
1012692,2016-09-29
1012693,2016-10-29
1012695,2016-11-05
1012696,2017-03-12
1012697,2016-10-26
1012698,2016-10-29
1012699,2016-12-31
1012700,2016-12-22
1012701,2016-09-27
1012702,2016-12-31
1012703,2017-03-11
1012705,2016-11-05
1012706,2016-08-30
1012707,2016-10-26
1012708,2016-09-27
1012709,2016-09-10
1012710,2016-11-19
1012711,2016-10-01
1012712,2016-09-28
1012713,2016-10-08
1012714,2016-09-29
1012716,2016-10-28
1012717,2016-12-31
1012718,2016-10-29
1012719,2016-09-18
1012720,2016-09-23
1012723,2016-12-10
1012724,2016-10-28
1012725,2016-09-24
1012726,2016-12-10
1012728,2016-10-01
1012729,2016-10-01
1012730,2016-12-20
1012731,2016-12-31
1012732,2016-12-31
1012734,2016-12-31
1012736,2016-10-27
1012737,2016-10-27
1012738,2016-10-29
1012739,2016-10-31
1012741,2016-11-19
1012742,2016-10-30
1012744,2016-11-19
1012747,2016-10-28
1012748,2016-10-26
1012749,2016-12-31
1012750,2016-11-19
1012751,2016-10-25
1012752,2017-04-28
1012753,2017-04-26
1012754,2017-04-29
1012756,2017-04-28
1012759,2016-09-27
1012761,2016-10-29
1012762,2016-10-31
1012765,2016-09-24
1012766,2016-10-29
1012767,2016-09-21
1012768,2016-10-15
1012770,2016-10-06
1012771,2016-09-06
1012773,2017-10-28
1012774,2016-10-15
1012775,2016-09-28
1012777,2016-12-31
1012779,2016-09-30
1012781,2016-12-31
1012782,2016-10-28
1012783,2016-12-17
1012784,2016-09-29
1012785,2017-09-26
1012788,2016-10-29
1012789,2016-10-29
1012790,2018-06-30
1012792,2017-02-25
1012793,2016-12-31
1012794,2017-11-18
1012796,2016-10-20
1012799,2016-10-08
1012801,2016-10-25
1012802,2016-12-31
1012803,2016-12-31
1012804,2016-12-31
1012808,2017-04-15
1012809,2017-04-15
1012812,2016-10-09
1012815,2017-10-07
1012817,2016-10-28
1012818,2016-10-26
1012822,2016-10-27
1012824,2016-10-25
1012825,2016-10-26
1012826,2016-12-31
1012827,2016-12-31
1012838,2016-12-31
1012839,2016-09-08
1012841,2016-12-31
1012842,2016-12-31
1012843,2017-10-15
1012844,2017-10-28
1016768,2016-10-01
1016770,2017-02-04
2000005,2014-12-31
2000021,2014-07-31
